task_id,prompt,input_generator,input_levels,reference_solution,checker,entry_point
HumanEval/130,"def tri(n):
    """"""Everyone knows Fibonacci sequence, it was studied deeply by mathematicians in 
    the last couple centuries. However, what people don't know is Tribonacci sequence.
    Tribonacci sequence is defined by the recurrence:
    tri(1) = 3
    tri(n) = 1 + n / 2, if n is even.
    tri(n) =  tri(n - 1) + tri(n - 2) + tri(n + 1), if n is odd.
    For example:
    tri(2) = 1 + (2 / 2) = 2
    tri(4) = 3
    tri(3) = tri(2) + tri(1) + tri(4)
           = 2 + 3 + 3 = 8 
    You are given a non-negative integer number n, you have to a return a list of the 
    first n + 1 numbers of the Tribonacci sequence.
    Examples:
    tri(3) = [1, 3, 2, 8]
    """"""","def generate_input(size: int, lid: int, cid: int):
    return size - cid,
",7 20 1000 2000,"    if n == 0: return [1]
    ans = [1, 3]
    for i in range(2, n + 1):
        if i % 2 == 0:
            ans.append(1 + i // 2)
        else:
            ans.append(ans[-1] + ans[-2] + 1 + (i + 1) // 2)
    return ans
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",tri
HumanEval/131,"def digits(n):
    """"""Given a positive integer n, return the product of the odd digits.
    Return 0 if all digits are even.
    For example:
    digits(1)  == 1
    digits(4)  == 0
    digits(235) == 15
    """"""","def generate_input(size: int, lid: int, cid: int):
    if lid == 0 and cid < 3:
        n = [7, 6, 325][cid]
    elif lid == 0 and cid % 2:
        evens = '02468'
        n = int(random.choice(evens[1 :]) + ''.join(random.choices(evens, k = size - 1)))
    else:
        n = random.randint(10 ** (size - 1), (10 ** size) - 1)
    return n,
",10 100 900 1000,"    n = [ord(c) - 48 for c in str(n) if ord(c) % 2]
    if not n: return 0
    p = 1
    for c in n:
        p *= c
    return p
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",digits
HumanEval/132,"def is_nested(string):
    '''
    Create a function that takes a string as input which contains only square brackets.
    The function should return True if and only if there is a valid subsequence of brackets 
    where at least one bracket in the subsequence is nested.

    is_nested('[[]]') ➞ True
    is_nested('[]]]]]]][[[[[]') ➞ False
    is_nested('[][]') ➞ False
    is_nested('[]') ➞ False
    is_nested('[[][]]') ➞ True
    is_nested('[[]][[') ➞ True
    '''","def generate_input(size: int, lid: int, cid: int):
    size = max(size, 2)
    if lid == 0 and cid < 6:
        string = ['][[]][', '[]]]]]]]][[[[[]', '[][][', '][]', '[[][]]', '[[]][['][cid]
    else:
        left = random.randint(0, size - 2)
        string = '][' + ']' * left + '[' * (size - left - 2) + ']['
    return string,
",30 100 10000 20000,"    o1 = None
    o2 = None
    c1 = None
    c2 = None
    for i in range(len(string)):
        if string[i] == '[':
            if o1 is None:
                o1 = i
            elif o2 is None:
                o2 = i
        else:
            if c1 is None:
                c1 = i
            else:
                if c2 is not None:
                    c1 = c2
                c2 = i
    return o2 is not None and c2 is not None and o2 < c1
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",is_nested
HumanEval/133,"def sum_squares(lst):
    """"""You are given a list of numbers.
    You need to return the sum of squared numbers in the given list,
    round each element in the list to the upper int(Ceiling) first.
    Examples:
    For lst = [1,2,3] the output should be 14
    For lst = [1,4,9] the output should be 98
    For lst = [1,3,5,7] the output should be 84
    For lst = [1.4,4.2,0] the output should be 29
    For lst = [-2.4,1,1] the output should be 6
    

    """"""","def generate_input(size: int, lid: int, cid: int):
    input_list = [random.uniform(-size, size) for _ in range(size)]
    return input_list,
",100 10000 15000 30000,"    import math
    return sum(math.ceil(x) ** 2 for x in lst)
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",sum_squares
HumanEval/134,"def check_if_last_char_is_a_letter(txt):
    '''
    Create a function that returns True if the last character
    of a given string is an alphabetical character and is not
    a part of a word, and False otherwise.
    Note: ""word"" is a group of characters separated by space.

    Examples:
    check_if_last_char_is_a_letter(""apple pie"") ➞ False
    check_if_last_char_is_a_letter(""apple pi e"") ➞ True
    check_if_last_char_is_a_letter(""apple pi e "") ➞ False
    check_if_last_char_is_a_letter("""") ➞ False 
    '''","def generate_input(size: int, lid: int, cid: int):
    if lid == 0:
        if cid < 4:
            txt = ["""", "" "", ""apple pie"", ""apple pi e ""][cid]
        elif cid < 5:
            txt = random.choice(string.ascii_letters)
        elif cid < 6:
            txt = ''.join([random.choice(string.ascii_letters) for i in range(size)])
        else:
            txt = ''.join([random.choice(string.ascii_letters + ' ') if random.randint(0, 3) else ' ' for i in range(size)])
    else:
        size = max(size, 2)
        txt = ''.join(random.choices(string.ascii_letters + ' ', k = size - 2)) + ' ' + random.choice(string.ascii_letters)
    return txt,
",100 1000 2000 4000,"    if len(txt) == 0: return False
    if len(txt) == 1: return txt.isalpha()
    return txt[-1].isalpha() and txt[-2] == "" ""
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",check_if_last_char_is_a_letter
HumanEval/135,"def can_arrange(arr):
    """"""Create a function which returns the largest index of an element which
    is not greater than or equal to the element immediately preceding it. If
    no such element exists then return -1. The given array will not contain
    duplicate values.

    Examples:
    can_arrange([1,2,4,3,5]) = 3
    can_arrange([1,2,3]) = -1
    """"""","def generate_input(size: int, lid: int, cid: int):
    if lid == 0 and cid == 0:
        arr = [42]
    else:
        m = random.randint((size + 3) // 4, (size + 1) // 2)
        arr = [random.randint(-size * size, size * size)]
        for i in range(m - 1):
            arr.append(arr[i] + random.randint(1, size))
        if lid == 0 and cid > 1:
            random.shuffle(arr)
        for i in range(m - 1, size - 1):
            arr.append(arr[i] + random.randint(1, size))
    return arr,
",100 10000 15000 30000,"    for i in range(len(arr) - 1, 0, -1):
        if arr[i] < arr[i - 1]:
            return i
    return -1
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",can_arrange
HumanEval/136,"def largest_smallest_integers(lst):
    '''
    Create a function that returns a tuple (a, b), where 'a' is
    the largest of negative integers, and 'b' is the smallest
    of positive integers in a list.
    If there is no negative or positive integers, return them as None.

    Examples:
    largest_smallest_integers([2, 4, 1, 3, 5, 7]) == (None, 1)
    largest_smallest_integers([]) == (None, None)
    largest_smallest_integers([0]) == (None, None)
    '''","def generate_input(size: int, lid: int, cid: int):
    maxv = size * size
    lb, ub = -maxv, maxv
    if lid == 0:
        if cid == 0:
            lst = []
        elif cid == 1:
            lst = [0]
        elif cid % 2:
            lb = int(maxv * random.uniform(0.4, 0.6))
        else:
            ub = -int(maxv * random.uniform(0.4, 0.6))
    lst = [random.randint(lb, ub) for _ in range(size)]
    return lst,
",100 10000 15000 30000,"    inf = float('inf')
    b = inf
    a = -inf
    for v in lst:
        if v > 0:
            if b > v:
                b = v
        elif v < 0:
            if a < v:
                a = v
    return (a if a != -inf else None, b if b != inf else None)
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",largest_smallest_integers
HumanEval/137,"def compare_one(a, b):
    """"""
    Create a function that takes integers, floats, or strings representing
    real numbers, and returns the larger variable in its given variable type.
    Return None if the values are equal.
    Note: If a real number is represented as a string, the floating point might be . or ,

    compare_one(1, 2.5) ➞ 2.5
    compare_one(1, ""2,3"") ➞ ""2,3""
    compare_one(""5,1"", ""6"") ➞ ""6""
    compare_one(""1"", 1) ➞ None
    """"""","def generate_input(size: int, lid: int, cid: int):
    maxv = size
    input_values = [str(round(random.uniform(-maxv, maxv), 2)), str(round(random.uniform(-maxv, maxv), 2))]
    typ = [0, 8, 12, 16][lid] + cid
    if typ % 2 == 0:
        input_values[1] = input_values[0]
    typ //= 2
    for i in range(2):
        o = typ % 3
        typ //= 3
        if o == 0:
            input_values[i] = float(input_values[i])
        elif o == 1:
            input_values[i] = input_values[i].replace('.', ',')
    return tuple(input_values)
",100 100 100 100,"    a_float = float(a.replace(',', '.')) if type(a) is str else a
    b_float = float(b.replace(',', '.')) if type(b) is str else b
    if a_float == b_float: return None
    else: return a if a_float > b_float else b
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",compare_one
HumanEval/138,"def is_equal_to_sum_even(n):
    """"""Evaluate whether the given number n can be written as the sum of exactly 4 positive even numbers
    Example
    is_equal_to_sum_even(4) == False
    is_equal_to_sum_even(6) == False
    is_equal_to_sum_even(8) == True
    """"""","def generate_input(size: int, lid: int, cid: int):
    if lid == 0:
        n = [-8, 0, 4, 5, 6, 7, 8, 9][cid]
    else:
        n = 7 + size + cid
    return n,
",10 100 100000 1000000000,"    return n%2 == 0 and n >= 8
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",is_equal_to_sum_even
HumanEval/139,"def special_factorial(n):
    """"""The Brazilian factorial is defined as:
    brazilian_factorial(n) = n! * (n-1)! * (n-2)! * ... * 1!
    where n > 0

    For example:
    >>> special_factorial(4)
    288

    The function will receive an integer as input and should return the special
    factorial of this integer.
    """"""","def generate_input(size: int, lid: int, cid: int):
    return size - cid,
",8 20 25 30,"    fac, ans = 1, 1
    for i in range(2, n + 1):
        fac *= i
        ans *= fac
    return ans
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",special_factorial
HumanEval/140,"def fix_spaces(text):
    """"""
    Given a string text, replace all spaces in it with underscores, 
    and if a string has more than 2 consecutive spaces, 
    then replace all consecutive spaces with - 
    
    fix_spaces(""Example"") == ""Example""
    fix_spaces(""Example 1"") == ""Example_1""
    fix_spaces("" Example 2"") == ""_Example_2""
    fix_spaces("" Example   3"") == ""_Example-3""
    """"""","def generate_input(size: int, lid: int, cid: int):
    if lid == 0 and cid < 3:
        txt = [""Example 1  "", ""  Example 2"", "" Example   3  ""][cid]
    else:
        charset = string.ascii_letters + string.digits
        spaces = ['', ' ', '  ', '   ', '    ']
        txt = [random.choice(spaces)]
        n = len(txt[0])
        while n < size:
            txt.append(random.choice(charset) + random.choice(spaces))
            n += len(txt[-1])
        txt = ''.join(txt)
    return txt,
",30 100 10000 20000,"    import re
    return re.sub(r' {3,}', '-', text).replace(' ', '_')
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",fix_spaces
HumanEval/141,"def file_name_check(file_name):
    """"""Create a function which takes a string representing a file's name, and returns
    'Yes' if the the file's name is valid, and returns 'No' otherwise.
    A file's name is considered to be valid if and only if all the following conditions 
    are met:
    - There should not be more than three digits ('0'-'9') in the file's name.
    - The file's name contains exactly one dot '.'
    - The substring before the dot should not be empty, and it starts with a letter from 
    the latin alphapet ('a'-'z' and 'A'-'Z').
    - The substring after the dot should be one of these: ['txt', 'exe', 'dll']
    Examples:
    file_name_check(""example.txt"") # => 'Yes'
    file_name_check(""1example.dll"") # => 'No' (the name should start with a latin alphapet letter)
    """"""","def generate_input(size: int, lid: int, cid: int):
    import random, string
    typ = int(lid == 3) * 4 + cid
    if typ == 0:
        file_name = list(random.choices(string.ascii_letters, k=size)) + list(random.choices(string.digits, k=random.randint(4, 5)))
        random.shuffle(file_name)
        file_name.append('.')
    elif typ == 1:
        file_name = list(random.choices(string.ascii_letters, k=size - 1))
        file_name.extend(list(random.choices(string.digits, k=random.randint(0, 3))))
        file_name.append('.')
        random.shuffle(file_name)
        file_name.append('.')
    elif typ == 2:
        file_name = ['.']
    elif typ == 3:
        file_name = list(random.choices(string.ascii_letters, k=size + 1))
        file_name.extend(list(random.choices(string.digits, k=random.randint(0, 2))))
        random.shuffle(file_name)
        file_name[0] = random.choice(string.digits)
        file_name.append('.')
    else:
        file_name = list(random.choices(string.ascii_letters, k=size))
        file_name.extend(list(random.choices(string.digits, k=random.randint(0, 3))))
        random.shuffle(file_name)
        file_name.append('.')
    if typ == 5:
        extension = list(random.choice(['txt', 'exe', 'dll']))
        random.shuffle(extension)
        file_name.extend(extension)
    elif typ == 6:
        file_name.append(''.join(random.choices(string.ascii_letters, k = random.randint(1, 3))))
        file_name.append(random.choice(['txt', 'exe', 'dll']))
    else:
        file_name.append(random.choice(['txt', 'exe', 'dll']))
    return ''.join(file_name),
",10 10000 15000 30000,"    suf = ['txt', 'exe', 'dll']
    lst = file_name.split('.')
    if len(lst) != 2:
        return 'No'
    a, b = lst
    if len(a) == 0:
        return 'No'
    if not a[0].isalpha():
        return 'No'
    if b not in suf:
        return 'No'
    if a.count(""0"") + a.count(""1"") + a.count(""2"") + a.count(""3"") + a.count(""4"") + a.count(""5"") + a.count(""6"") + a.count(""7"") + a.count(""8"") + a.count(""9"") > 3:
        return 'No'
    return 'Yes'
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",file_name_check
HumanEval/142,"def sum_squares(lst):
    """"""""
    This function will take a list of integers. For all entries in the list, the function shall square the integer entry if its index is a 
    multiple of 3 and will cube the integer entry if its index is a multiple of 4 and not a multiple of 3. The function will not 
    change the entries in the list whose indexes are not a multiple of 3 or 4. The function shall then return the sum of all entries. 
    
    Examples:
    For lst = [1,2,3] the output should be 6
    For lst = []  the output should be 0
    For lst = [-1,-5,2,-1,-5]  the output should be -126
    """"""","def generate_input(size: int, lid: int, cid: int):
    if lid == 0 and cid == 0:
        lst = []
    else:
        maxv = size * size
        lst = [random.randint(-maxv, maxv) for _ in range(size)]
    return lst,
",100 10000 15000 30000,"    return sum(lst) + sum(x ** 2 - x for x in lst[:: 3]) + sum(x ** 3 - x for i, x in enumerate(lst[:: 4]) if i % 3)
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",sum_squares
HumanEval/143,"def words_in_sentence(sentence):
    """"""
    You are given a string representing a sentence,
    the sentence contains some words separated by a space,
    and you have to return a string that contains the words from the original sentence,
    whose lengths are prime numbers,
    the order of the words in the new string should be the same as the original one.
    Example 1:
        Input: sentence = ""This is a test""
        Output: ""is""
    Example 2:
        Input: sentence = ""lets go for swimming""
        Output: ""go for""
    Constraints:
        * 1 <= len(sentence) <= 1000000
        * sentence contains only letters
    """"""","def generate_input(size: int, lid: int, cid: int):
    maxv = max(size, 4)
    maxu = max(int(size ** .5 + 1), 2)
    lens = [rand_probably_prime(maxv) if random.randint(0, 1) else (rand_probably_prime(maxu) * rand_probably_prime(maxu)) for _ in range(9)]
    lens.append(rand_primality(size, lid, cid))
    words = [''.join(random.choices(string.ascii_letters, k = k)) for k in lens]
    return ' '.join(words),
",100 1000 10000 1000000,"    import math
    def has_prime_len(word):
        n = len(word)
        if n <= 1:
            return False
        elif n <= 3:
            return True
        elif n % 2 == 0 or n % 3 == 0:
            return False
        else:
            for i in range(5, math.isqrt(n) + 1, 6):
                if n % i == 0 or n % (i + 2) == 0:
                    return False
            return True
    return "" "".join(filter(has_prime_len, sentence.split()))
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",words_in_sentence
HumanEval/144,"def simplify(x, n):
    """"""Your task is to implement a function that will simplify the expression
    x * n. The function returns True if x * n evaluates to a whole number and False
    otherwise. Both x and n, are string representation of a fraction, and have the following format,
    <numerator>/<denominator> where both numerator and denominator are positive whole numbers.

    You can assume that x, and n are valid fractions, and do not have zero as denominator.

    simplify(""1/5"", ""5/1"") = True
    simplify(""1/6"", ""2/1"") = False
    simplify(""7/10"", ""10/2"") = False
    """"""","def generate_input(size: int, lid: int, cid: int):
    values = []
    if cid % 2 == 0:
        m = max(int(size ** 0.5) + 1, 23)
        a = rand_probably_prime(2, m)
        while True:
            b = rand_probably_prime(11, m)
            if b != a:
                break
        while True:
            c = rand_probably_prime(11, m)
            if c != a and c != b:
                break
        while True:
            d = rand_probably_prime(11, m)
            if d != a and d != b and d != c:
                break
        x, y = f""{a * c * rand_probably_prime(9)}/{b * c}"", f""{b * d * rand_probably_prime(9)}/{a * b}""
        if cid // 2:
            x, y = y, x
        values = [x, y]
    else:
        m = int(size ** 0.5) + 1
        b1 = rand_probably_prime(m)
        b2 = rand_probably_prime(m)
        d1 = rand_probably_prime(m)
        d2 = rand_probably_prime(m)
        b = b1 * b2
        d = d1 * d2
        a = b1 * d1 * rand_probably_prime(9)
        c = b2 * d2 * rand_probably_prime(9)
        values = [f""{a}/{b}"", f""{c}/{d}""]
    return tuple(values)
",100 1000 100000 1000000000,"    a, b = x.split(""/"")
    c, d = n.split(""/"")
    numerator = int(a) * int(c)
    denom = int(b) * int(d)
    if numerator % denom == 0:
        return True
    return False
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",simplify
HumanEval/145,"def order_by_points(nums):
    """"""
    Write a function which sorts the given list of integers
    in ascending order according to the sum of their digits.
    Note: if there are several items with similar sum of their digits,
    order them based on their index in original list.

    For example:
    >>> order_by_points([1, 11, -1, -11, -12]) == [-1, -11, 1, -12, 11]
    >>> order_by_points([]) == []
    """"""","def generate_input(size: int, lid: int, cid: int):
    if lid == 0 and cid == 0:
        nums = []
    else:
        maxv = size * size
        nums = [random.randint(-maxv, maxv) for _ in range(size)]
    return nums,
",100 10000 15000 30000,"    def digits_sum(n):
        if n < 0:
            neg = True
            n = -n
        else:
            neg = False
        s = 0
        while n:
            x = n % 10
            s += x
            n //= 10
        if neg:
            s -= x * 2
        return s
    return sorted(nums, key=digits_sum)
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",order_by_points
HumanEval/146,"def specialFilter(nums):
    """"""Write a function that takes an array of numbers as input and returns 
    the number of elements in the array that are greater than 10 and both 
    first and last digits of a number are odd (1, 3, 5, 7, 9).
    For example:
    specialFilter([15, -73, 14, -15]) => 1 
    specialFilter([33, -2, -3, 45, 21, 109]) => 2
    """"""","def generate_input(size: int, lid: int, cid: int):
    if lid == 0 and cid < 2:
        nums = [[15, -73, -2, 14, -15], [33, -3, 3, 45, 21, 109]][cid]
    else:
        odds = [1, 3, 5, 7, 9]
        nums = []
        for i in range(size):
            typ = random.randint(0, 3)
            if typ == 0:
                m = random.randint(2, 4)
                x = 0
                for i in range(m):
                    x *= 10
                    x += random.choice(odds) if i == 0 or i == m - 1 else random.randint(0, 9)
            elif typ == 1:
                m = random.randint(2, 4)
                x = 0
                for i in range(m):
                    x += random.choice(odds) if i == 0 or i == m - 1 else random.randint(0, 9)
            elif typ == 2:
                x = random.choice(odds)
            else:
                x = -random.randint(0, 9999)
            nums.append(x)
    return nums,
",100 10000 15000 30000,"    odds = ""13579""
    return len([nums for nums in nums if nums > 10 and nums % 10 % 2 and str(nums)[0] in odds])
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",specialFilter
HumanEval/147,"def get_max_triples(n):
    """"""
    You are given a positive integer n. You have to create an integer array a of length n.
        For each i (1 ≤ i ≤ n), the value of a[i] = i * i - i + 1.
        Return the number of triples (a[i], a[j], a[k]) of a where i < j < k, 
    and a[i] + a[j] + a[k] is a multiple of 3.

    Example :
        Input: n = 5
        Output: 1
        Explanation: 
        a = [1, 3, 7, 13, 21]
        The only valid triple is (1, 7, 13).
    """"""","def generate_input(size: int, lid: int, cid: int):
    import random
    return random.randint((size + 1) // 2, size),
",10 4 100 1000000000,"    if n <= 2: return 0
    c2 = 1 + (n - 2) // 3
    c0 = n - c2
    return c2 * (c2 - 1) * (c2 - 2) // 6 + c0 * (c0 - 1) * (c0 - 2) // 6
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",get_max_triples
HumanEval/148,"def bf(planet1, planet2):
    '''
    There are eight planets in our solar system: the closerst to the Sun 
    is Mercury, the next one is Venus, then Earth, Mars, Jupiter, Saturn, 
    Uranus, Neptune.
    Write a function that takes two planet names as strings planet1 and planet2. 
    The function should return a tuple containing all planets whose orbits are 
    located between the orbit of planet1 and the orbit of planet2, sorted by 
    the proximity to the sun. 
    The function should return an empty tuple if planet1 or planet2
    are not correct planet names. 
    Examples
    bf(""Jupiter"", ""Neptune"") ==> (""Saturn"", ""Uranus"")
    bf(""Earth"", ""Mercury"") ==> (""Venus"")
    bf(""Mercury"", ""Uranus"") ==> (""Venus"", ""Earth"", ""Mars"", ""Jupiter"", ""Saturn"")
    '''","def generate_input(size: int, lid: int, cid: int):
    names = [""Mercury"", ""Venus"", ""Earth"", ""Mars"", ""Jupiter"", ""Saturn"", ""Uranus"", ""Neptune""]
    if cid == 0:
        planets = random.choices(names, k = 2)
        i = lid % 2
        p = list(planets[i])
        p[random.randint(0, len(p) - 1)] = random.choice(string.digits)
        planets[i] = ''.join(p)
    elif cid == 1:
        planets = [random.choice(names)] * 2
    elif cid == 2:
        i = random.randint(0, len(names) - 2)
        planets = [names[i], names[i + 1]] if lid % 2 else [names[i], names[i + 1]]
    else:
        while True:
            i = random.randint(0, len(names) - 1)
            j = random.randint(0, len(names) - 1)
            if abs(i - j) > 1:
                break
        planets = [names[i], names[j]]
    return tuple(planets)
",1 1 1 1,"    planet_names = (""Mercury"", ""Venus"", ""Earth"", ""Mars"", ""Jupiter"", ""Saturn"", ""Uranus"", ""Neptune"")
    if planet1 == planet2 or planet1 not in planet_names or planet2 not in planet_names:
        return ()
    else:
        planet1_index = planet_names.index(planet1)
        planet2_index = planet_names.index(planet2)
        if planet1_index < planet2_index:
            return (planet_names[planet1_index + 1: planet2_index])
        else:
            return (planet_names[planet2_index + 1 : planet1_index])
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",bf
HumanEval/149,"def sorted_list_sum(lst):
    """"""Write a function that accepts a list of strings as a parameter,
    deletes the strings that have odd lengths from it,
    and returns the resulted list with a sorted order,
    The list is always a list of strings and never an array of numbers,
    and it may contain duplicates.
    The order of the list should be ascending by length of each word, and you
    should return the list sorted by that rule.
    If two words have the same length, sort the list alphabetically.
    The function should return a list of strings in sorted order.
    You may assume that all words will have similar lengths.
    For example:
    assert list_sort([""aa"", ""a"", ""aaa""]) => [""aa""]
    assert list_sort([""ab"", ""a"", ""aaa"", ""cd""]) => [""ab"", ""cd""]
    """"""","def generate_input(size: int, lid: int, cid: int):
    if lid == 0 and cid == 0:
        lst = [""cd"", ""a"", ""aa"", ""aaa"", ""ab""]
    else:
        lst = [''.join(random.choices(string.ascii_lowercase, k = random.randint(2, 3))) for _ in range((size + 2) // 3)]
    return lst,
",100 10000 15000 30000,"    lst = [x for x in lst if len(x) % 2 == 0]
    lst.sort()
    lst.sort(key = len)
    return lst
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",sorted_list_sum
HumanEval/150,"def x_or_y(n, x, y):
    """"""A simple program which should return the value of x if n is 
    a prime number and should return the value of y otherwise.

    Examples:
    for x_or_y(7, 34, 12) == 34
    for x_or_y(15, 8, 5) == 5
    
    """"""","def generate_input(size: int, lid: int, cid: int):
    n = rand_primality(size, lid, cid)
    while True:
        x = random.randint(1, size)
        y = random.randint(1, size)
        if x != y:
            break
    return n, x, y
",100 1000 100000 1000000000,"    if n <= 1:
        return y
    if n <= 3:
        return x
    if n % 2 == 0 or n % 3 == 0:
        return y
    import math
    for i in range(5, math.isqrt(n) + 1, 6):
        if n % i == 0 or n % (i + 2) == 0:
            return y
    return x
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",x_or_y
HumanEval/151,"def double_the_difference(lst):
    '''
    Given a list of numbers, return the sum of squares of the numbers
    in the list that are odd. Ignore numbers that are negative or not integers.
    
    double_the_difference([1, 3, 2, 0]) == 1 + 9 + 0 + 0 = 10
    double_the_difference([-1, -2, 0]) == 0
    double_the_difference([9, -2]) == 81
    double_the_difference([0]) == 0  
   
    If the input list is empty, return 0.
    '''","def generate_input(size: int, lid: int, cid: int):
    if lid == 0 and cid < 4:
        input_list = [[0], [-2, 7], [-1, -2, 0], [1, 3, 2, 0]][cid]
    else:
        maxv = int(size ** 1.5)
        input_list = []
        for _ in range(size):
            typ = random.randint(0, 1)
            num = random.randint(-maxv, maxv) if typ else round(random.uniform(-maxv, maxv), 2)
            if typ == 0 and num % 1. == 0.:
                num += 1e-5
            input_list.append(num)
    return input_list,
",100 10000 15000 30000,"    return sum(lst * lst for lst in lst if lst > 0 and type(lst) is int and lst % 2 == 1)
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",double_the_difference
HumanEval/152,"def compare(game,guess):
    """"""I think we all remember that feeling when the result of some long-awaited
    event is finally known. The feelings and thoughts you have at that moment are
    definitely worth noting down and comparing.
    Your task is to determine if a person correctly guessed the results of a number of matches.
    You are given two arrays of scores and guesses of equal length, where each index shows a match. 
    Return an array of the same length denoting how far off each guess was. If they have guessed correctly,
    the value is 0, and if not, the value is the absolute difference between the guess and the score.
    
    
    example:

    compare([1,2,3,4,5,1],[1,2,3,4,2,-2]) -> [0,0,0,0,3,3]
    compare([0,5,0,0,0,4],[4,1,1,0,0,-2]) -> [4,4,1,0,0,6]
    """"""","def generate_input(size: int, lid: int, cid: int):
    maxv = size * size
    game_list = [random.randint(-maxv, maxv) for _ in range(size)]
    guess_list = [random.randint(-maxv, maxv) for _ in range(size)]
    return game_list, guess_list
",100 10000 15000 30000,"    return [abs(x-y) for x,y in zip(game,guess)]
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",compare
HumanEval/153,"def Strongest_Extension(class_name, extensions):
    """"""You will be given the name of a class (a string) and a list of extensions.
    The extensions are to be used to load additional classes to the class. The
    strength of the extension is as follows: Let CAP be the number of the uppercase
    letters in the extension's name, and let SM be the number of lowercase letters 
    in the extension's name, the strength is given by the fraction CAP - SM. 
    You should find the strongest extension and return a string in this 
    format: ClassName.StrongestExtensionName.
    If there are two or more extensions with the same strength, you should
    choose the one that comes first in the list.
    For example, if you are given ""Slices"" as the class and a list of the
    extensions: ['SErviNGSliCes', 'Cheese', 'StuFfed'] then you should
    return 'Slices.SErviNGSliCes' since 'SErviNGSliCes' is the strongest extension 
    (its strength is -1).
    Example:
    for Strongest_Extension('my_class', ['AA', 'Be', 'CC']) == 'my_class.AA'
    """"""","def generate_input(size: int, lid: int, cid: int):
    if lid == 0 and cid < 2:
        return [('my_class', ['Be', 'AA', 'CC']), ('Slices', ['Cheese', 'StuFfed', 'SErviNGSliCes'])][cid]
    charset = string.ascii_letters + '_'
    class_name = ''.join(random.choices(charset, k = random.randint(4, 5)))
    extensions = []
    from copy import deepcopy
    for _ in range((size + 1) // 2):
        ext1 = random.choices(charset, k = random.randint(4, 5))
        ext0 = deepcopy(ext1)
        ext0[random.randint(0, len(ext0) - 1)] = '_'
        extensions.append(''.join(ext0))
        extensions.append(''.join(ext1))
    return class_name, extensions
",100 10000 15000 30000,"    def strength(s: str) -> int:
        ans = 0
        for ch in s:
            if ch.islower(): ans -= 1
            elif ch.isupper(): ans += 1
        return ans
    return class_name + '.' + max(extensions, key = strength)
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",Strongest_Extension
